SubType,Method,Pre.Energy,Pre.Contrast,Pre.Homogeneity,Pre.Entropy,Pre.Correlation,Pre.I,Pre.SD,Pre.Kurtosis,Pre.Skewness,Post1.Energy,Post1.Contrast,Post1.Homogeneity,Post1.Entropy,Post1.Correlation,Post1.I,Post1.SD,Post1.Kurtosis,Post1.Skewness,Post2.Energy,Post2.Contrast,Post2.Homogeneity,Post2.Entropy,Post2.Correlation,Post2.I,Post2.SD,Post2.Kurtosis,Post2.Skewness,Post3.Energy,Post3.Contrast,Post3.Homogeneity,Post3.Entropy,Post3.Correlation,Post3.I,Post3.SD,Post3.Kurtosis,Post3.Skewness
1,GT,0.226,38.594,0.349,0.173,0.255,123.320,40.033,3.842,0.604,0.226,42.402,0.349,0.176,0.272,156.132,44.779,2.539,0.015,0.225,43.552,0.350,0.180,0.275,163.358,43.033,2.426,-0.061,0.226,44.372,0.349,0.185,0.273,167.272,41.778,2.623,-0.172
1,GT,0.093,39.945,0.451,0.397,0.605,163.375,30.665,3.325,-0.528,0.091,39.331,0.430,0.477,0.570,150.294,34.750,2.865,0.063,0.092,40.661,0.432,0.472,0.562,142.375,33.593,2.792,0.217,0.092,40.138,0.440,0.455,0.557,140.834,32.911,2.809,0.345
1,GT,0.225,32.160,0.513,0.486,0.604,172.948,35.462,2.715,-0.474,0.224,32.700,0.506,0.539,0.579,149.283,32.998,2.910,-0.161,0.224,33.797,0.510,0.518,0.575,157.186,32.433,3.005,-0.207,0.224,34.596,0.512,0.509,0.575,163.688,32.838,3.054,-0.244
-1,GT,0.063,29.642,0.389,0.452,0.512,115.483,57.519,2.473,0.000,0.059,24.925,0.382,0.498,0.581,109.380,56.317,2.197,-0.023,0.061,26.800,0.392,0.467,0.566,114.780,52.735,2.573,-0.074,0.060,30.190,0.385,0.479,0.560,124.350,59.381,2.273,-0.160
-1,GT,0.052,51.218,0.496,0.341,0.580,193.180,31.610,5.837,-1.423,0.041,27.153,0.413,0.512,0.670,158.716,51.731,1.722,0.152,0.043,30.982,0.432,0.486,0.655,166.196,47.610,1.857,-0.172,0.043,34.115,0.433,0.479,0.642,171.693,41.940,2.398,-0.445
-1,GT,0.046,84.860,0.201,0.136,0.208,149.886,48.411,3.793,-0.373,0.046,68.574,0.219,0.142,0.233,102.805,59.865,2.459,0.563,0.046,75.035,0.210,0.140,0.219,111.366,59.177,2.599,0.491,0.046,75.150,0.211,0.142,0.209,113.258,56.557,2.675,0.437
-1,GT,0.086,20.079,0.526,0.678,0.768,154.036,41.316,3.120,-0.730,0.084,11.806,0.519,0.751,0.804,128.055,52.779,1.965,-0.180,0.085,12.980,0.525,0.730,0.800,127.987,48.019,2.129,-0.299,0.085,13.846,0.524,0.720,0.795,127.999,45.445,2.327,-0.367
-1,GT,0.042,46.609,0.349,0.470,0.527,137.734,38.624,3.690,-0.537,0.041,37.355,0.334,0.508,0.544,106.702,42.976,2.327,-0.146,0.042,39.791,0.332,0.509,0.525,116.966,45.138,2.562,-0.133,0.042,38.286,0.338,0.493,0.526,121.212,43.436,2.863,-0.221
-1,GT,0.079,23.424,0.505,0.614,0.720,125.918,42.399,3.026,-0.513,0.078,21.036,0.498,0.636,0.719,125.018,41.682,3.007,-0.094,0.079,21.324,0.509,0.614,0.719,118.295,37.332,3.095,-0.262,0.079,23.603,0.506,0.624,0.717,133.730,42.352,3.015,-0.457
-1,GT,0.122,30.503,0.459,0.614,0.646,141.112,42.565,2.470,-0.506,0.122,24.221,0.457,0.619,0.663,123.342,44.997,2.093,-0.132,0.122,25.662,0.460,0.620,0.664,120.877,44.475,2.107,-0.268,0.122,24.274,0.466,0.641,0.655,114.965,56.558,1.739,-0.116
-1,GT,0.073,39.470,0.400,0.522,0.578,131.985,40.440,2.665,-0.478,0.073,38.632,0.408,0.509,0.588,127.748,39.683,2.688,-0.407,0.073,38.190,0.414,0.507,0.583,122.662,38.140,2.713,-0.425,0.073,38.192,0.410,0.508,0.580,124.016,38.693,2.842,-0.534
-1,GT,0.065,23.712,0.564,0.621,0.779,174.261,28.879,3.855,-0.681,0.069,16.545,0.594,0.597,0.780,125.665,22.955,5.103,-0.455,0.067,17.515,0.590,0.593,0.769,136.950,24.078,4.294,-0.059,0.067,17.890,0.581,0.578,0.771,136.551,24.145,4.075,0.086
-1,GT,0.122,27.358,0.589,0.524,0.745,160.398,29.273,9.685,-1.738,0.121,20.975,0.589,0.613,0.763,140.869,33.949,5.111,-1.050,0.123,24.892,0.595,0.571,0.755,137.649,29.141,7.391,-1.559,0.123,24.278,0.599,0.552,0.747,149.012,28.403,9.281,-1.573
-1,GT,0.137,39.865,0.396,0.406,0.488,130.863,49.284,2.484,0.082,0.137,31.419,0.391,0.414,0.499,107.178,47.186,2.480,0.281,0.137,28.379,0.392,0.409,0.503,106.883,48.196,2.588,0.223,0.139,28.720,0.392,0.407,0.505,106.674,49.565,2.465,0.237
-1,GT,0.123,8.284,0.712,0.564,0.792,67.662,16.521,14.221,1.109,0.105,12.615,0.612,0.772,0.836,136.331,34.578,3.913,-0.336,0.105,15.707,0.607,0.762,0.822,140.096,33.576,4.443,-0.468,0.105,16.411,0.610,0.762,0.812,129.115,32.375,4.310,-0.407
-1,GT,0.147,25.539,0.478,0.527,0.640,137.988,39.007,3.137,-0.187,0.147,24.684,0.481,0.544,0.641,130.730,44.293,2.496,-0.029,0.147,24.946,0.482,0.530,0.636,131.806,41.721,2.851,-0.325,0.147,25.115,0.480,0.517,0.636,133.900,39.658,2.867,-0.351
-1,GT,0.081,77.862,0.272,0.110,0.263,166.806,22.082,5.733,-0.597,0.079,74.746,0.268,0.131,0.274,184.335,34.504,3.273,-0.744,0.079,76.881,0.267,0.129,0.272,195.606,36.753,3.503,-0.860,0.079,74.186,0.269,0.126,0.270,195.805,34.495,3.644,-0.873
-1,GT,0.218,27.350,0.487,0.520,0.574,116.320,34.585,2.877,-0.386,0.217,22.750,0.483,0.567,0.597,126.636,49.645,2.265,0.081,0.218,24.931,0.484,0.551,0.591,123.952,44.052,2.415,-0.169,0.218,26.319,0.484,0.538,0.586,120.031,40.195,2.510,-0.283
