SubType,Method,Pre.Energy,Pre.Contrast,Pre.Homogeneity,Pre.Entropy,Pre.Correlation,Pre.I,Pre.SD,Pre.Kurtosis,Pre.Skewness,Post1.Energy,Post1.Contrast,Post1.Homogeneity,Post1.Entropy,Post1.Correlation,Post1.I,Post1.SD,Post1.Kurtosis,Post1.Skewness,Post2.Energy,Post2.Contrast,Post2.Homogeneity,Post2.Entropy,Post2.Correlation,Post2.I,Post2.SD,Post2.Kurtosis,Post2.Skewness,Post3.Energy,Post3.Contrast,Post3.Homogeneity,Post3.Entropy,Post3.Correlation,Post3.I,Post3.SD,Post3.Kurtosis,Post3.Skewness
-1,GCGMM,0.158,0.565,-0.908,-0.635,-1.065,-0.213,1.696,-0.903,0.375,0.172,0.174,-0.916,-0.765,-1.072,-0.837,1.080,-0.629,0.565,0.159,-0.174,-0.899,-0.718,-1.002,-0.932,1.296,-0.528,0.704,0.160,-0.194,-0.924,-0.735,-0.934,-1.046,1.642,-0.679,0.479
-1,GCGMM,-0.031,-1.726,2.446,1.583,1.894,-1.685,-1.474,2.040,0.019,-0.182,-1.569,1.938,2.100,2.021,-0.205,-0.628,1.897,-0.520,-0.198,-1.438,1.770,2.284,1.976,-0.227,-0.390,1.450,-0.795,-0.194,-1.506,1.772,2.343,1.962,-0.796,-0.484,0.891,-0.513
-1,GCGMM,0.370,-0.725,0.172,0.676,0.431,-0.374,0.197,-0.475,0.454,0.381,-0.651,0.225,0.581,0.418,-0.335,0.853,-0.721,0.291,0.381,-0.722,0.238,0.536,0.419,-0.408,0.586,-0.192,-0.284,0.379,-0.716,0.169,0.519,0.423,-0.408,0.348,-0.212,-0.243
-1,GCGMM,-0.797,2.949,-1.689,-2.199,-2.135,1.770,-1.792,0.760,-0.512,-0.799,2.877,-1.666,-2.215,-2.179,1.900,-1.612,0.283,-0.502,-0.809,2.938,-1.813,-2.194,-2.085,2.317,-1.106,0.433,-1.033,-0.800,2.797,-1.658,-2.216,-2.080,2.361,-1.198,1.223,-1.390
-1,GCGMM,-0.120,0.409,-0.376,-0.369,-0.242,-0.154,-0.735,-0.322,-0.292,-0.115,0.517,-0.344,-0.307,-0.254,0.607,0.076,-0.871,0.295,-0.123,0.563,-0.339,-0.316,-0.244,0.856,0.086,-0.439,-0.201,-0.124,0.546,-0.391,-0.352,-0.249,0.832,0.017,-0.381,-0.395
-1,GCGMM,-0.798,0.349,-0.607,-0.280,-0.345,-0.551,-0.342,-0.309,-0.134,-0.804,0.425,-0.666,-0.317,-0.577,0.013,-0.042,-0.535,0.600,-0.811,0.104,-0.670,-0.286,-0.353,-0.472,-0.667,-0.437,0.908,-0.815,0.202,-0.682,-0.205,-0.447,-0.048,-0.254,-0.833,1.426
-1,GCGMM,-1.217,1.132,-1.876,-1.409,-1.407,-0.254,1.388,-1.129,1.012,-1.195,1.528,-1.672,-1.499,-1.851,0.089,0.920,-0.613,0.923,-1.206,1.508,-1.682,-1.471,-1.891,0.007,0.739,-0.388,0.754,-1.189,1.486,-1.622,-1.561,-1.825,-0.185,0.673,-0.585,1.118
-1,GCGMM,-0.893,0.862,-0.221,-0.810,-0.273,-0.071,-2.137,0.843,1.000,-0.960,0.659,-0.540,-0.292,-0.128,0.390,0.223,-0.775,-0.253,-0.962,0.901,-0.521,-0.204,-0.473,0.032,-1.188,-0.137,1.212,-0.967,1.074,-0.596,-0.150,-0.587,0.317,-1.000,-0.400,1.540
-1,GCGMM,-1.001,0.783,-1.626,-1.532,-1.350,0.221,1.503,-1.039,0.209,-0.970,1.340,-1.570,-1.655,-1.375,0.647,1.641,-1.124,-0.215,-0.965,1.095,-1.470,-1.650,-1.291,0.751,1.741,-1.182,-0.121,-0.967,0.953,-1.522,-1.668,-1.284,0.380,1.318,-1.016,-0.211
-1,GCGMM,-0.836,0.904,-0.360,-0.312,-0.196,0.938,-1.238,0.172,-0.201,-0.839,0.480,-0.298,-0.077,-0.075,0.550,-0.642,-0.375,-0.336,-0.883,-0.225,-0.840,0.710,-0.114,-1.395,1.268,-0.674,0.205,-0.844,0.661,-0.321,-0.046,-0.153,0.675,-0.544,-0.311,-0.081
-1,GCGMM,-0.616,-0.181,-0.047,1.192,0.625,0.356,0.338,0.233,-1.023,-0.611,-0.241,0.043,1.367,0.269,-0.919,-0.672,-0.124,0.461,-0.606,-0.285,0.080,1.350,0.315,-0.709,-0.524,-0.171,0.470,-0.598,-0.316,0.140,1.303,0.355,-0.706,-0.599,-0.108,0.533
-1,GCGMM,-0.734,0.086,-0.014,0.039,0.479,0.795,-0.212,-0.030,-0.891,-0.758,-0.013,-0.127,0.402,0.399,0.633,-0.424,-1.176,0.658,-0.753,0.069,-0.138,0.343,0.419,0.957,-0.124,-1.008,0.083,-0.741,0.189,-0.027,0.195,0.428,0.791,-0.471,-0.715,-0.273
-1,GCGMM,0.553,-0.031,-0.796,-0.812,-1.188,-0.767,0.569,-0.562,1.258,0.576,0.245,-0.711,-0.916,-1.155,-0.265,0.982,-0.576,1.864,0.560,0.406,-0.759,-0.879,-1.097,-0.078,1.051,-0.861,1.744,0.561,0.607,-0.755,-0.899,-1.103,0.101,0.841,-0.905,1.491
-1,GCGMM,-0.697,-0.101,0.096,0.168,0.509,0.349,-0.482,-0.582,0.158,-0.713,-0.142,-0.151,0.589,0.276,0.142,-0.463,-0.344,0.952,-0.719,-0.130,-0.135,0.657,0.261,-0.240,-0.328,-0.542,1.275,-0.712,-0.132,-0.049,0.564,0.241,-0.323,-0.311,-0.602,1.460
-1,GCGMM,0.698,-0.912,0.567,1.533,1.002,0.279,0.982,-1.206,0.307,0.707,-0.795,0.571,1.526,0.823,-0.321,0.386,-0.867,0.100,0.696,-0.819,0.558,1.574,0.834,-0.137,0.702,-0.829,-0.000,0.696,-0.818,0.581,1.573,0.854,0.057,0.845,-0.801,-0.040
-1,GCGMM,1.307,-1.155,2.001,0.731,1.627,0.362,-0.579,4.189,-2.277,1.305,-1.410,2.111,1.058,1.663,-0.366,-1.264,4.560,-1.738,1.321,-1.183,2.097,0.786,1.638,-0.630,-1.621,7.194,-3.862,1.342,-1.316,2.147,0.626,1.614,0.023,-1.281,8.119,-3.961
-1,GCGMM,-0.886,0.597,-1.493,-1.597,-1.320,0.473,1.565,-0.991,-0.218,-0.851,1.239,-1.516,-1.739,-1.122,0.944,2.024,-1.396,-0.820,-0.837,0.875,-1.357,-1.745,-0.972,1.146,2.273,-1.605,-0.586,-0.850,0.670,-1.469,-1.724,-0.997,0.680,1.660,-1.246,-0.917
-1,GCGMM,0.631,-0.017,-0.801,-0.838,-1.224,-0.767,0.512,-0.550,1.295,0.654,0.279,-0.715,-0.943,-1.209,-0.264,0.995,-0.595,1.982,0.637,0.441,-0.772,-0.897,-1.141,-0.073,1.101,-0.940,1.822,0.638,0.648,-0.764,-0.925,-1.149,0.089,0.831,-0.958,1.600
-1,GCGMM,-0.098,-0.845,-0.010,0.661,0.625,-0.591,0.625,-1.628,-0.150,-0.039,-0.209,0.495,0.092,0.589,0.265,-0.543,0.978,-1.469,-0.038,-0.146,0.604,0.011,0.536,-0.576,-0.948,0.453,-1.504,-0.059,-0.418,0.415,0.284,0.665,-0.734,-0.287,-0.196,-1.881
-1,GCGMM,1.179,-0.438,-1.186,-1.224,-2.067,-1.335,1.781,-0.784,2.697,1.218,-0.008,-1.052,-1.481,-1.991,-1.073,1.824,-0.301,3.321,1.195,0.260,-1.150,-1.402,-1.889,-0.946,1.946,-1.253,3.550,1.196,0.664,-1.093,-1.406,-1.895,-0.577,1.606,-1.392,3.243
-1,GCGMM,-0.069,-1.768,2.543,1.586,1.940,-1.787,-1.601,2.208,0.004,-0.228,-1.609,2.009,2.130,2.083,-0.199,-0.680,2.040,-0.552,-0.244,-1.470,1.833,2.321,2.035,-0.232,-0.446,1.568,-0.837,-0.240,-1.542,1.833,2.383,2.020,-0.840,-0.553,0.979,-0.538
-1,GCGMM,0.817,-0.986,0.204,0.888,0.398,-0.676,0.481,-0.430,0.578,0.838,-0.864,0.383,0.578,0.478,-0.535,1.403,-0.879,0.015,0.840,-0.970,0.393,0.486,0.486,-0.478,0.968,-0.046,-0.936,0.835,-0.960,0.259,0.500,0.499,-0.444,0.624,-0.049,-0.955
-1,GCGMM,-0.694,-0.121,0.106,0.178,0.523,0.337,-0.466,-0.597,0.165,-0.711,-0.154,-0.148,0.603,0.283,0.133,-0.459,-0.344,0.978,-0.716,-0.128,-0.120,0.656,0.268,-0.217,-0.360,-0.539,1.297,-0.709,-0.149,-0.043,0.576,0.249,-0.343,-0.307,-0.607,1.492
-1,GCGMM,-0.420,0.137,-0.589,0.930,0.249,0.930,-0.586,-0.402,-0.620,-0.388,-0.027,-0.514,0.778,0.266,0.433,-1.048,-0.888,-0.695,-0.397,0.323,-0.499,0.784,0.291,0.477,-1.056,-0.649,-0.738,-0.397,-0.359,-0.559,1.339,0.509,-0.353,2.044,-1.256,-0.849
-1,GCGMM,0.515,-0.613,-0.455,0.352,-0.009,0.076,-0.867,-0.336,1.148,0.551,-0.404,-0.347,0.257,0.086,0.133,0.512,-1.113,0.523,0.541,-0.439,-0.408,0.310,0.028,0.286,0.501,-0.188,-0.261,0.548,-0.619,-0.500,0.133,0.060,-0.264,-0.457,-0.240,0.215
-1,GCGMM,-0.746,0.150,-0.053,-0.005,0.469,0.949,-0.119,0.161,-1.254,-0.773,0.032,-0.119,0.337,0.442,0.803,-0.411,-1.464,0.556,-0.764,0.138,-0.139,0.235,0.473,1.371,-0.053,-1.169,-0.329,-0.751,0.300,-0.019,0.067,0.493,1.176,-0.527,-0.755,-0.872
-1,GCGMM,-1.567,1.712,-1.264,-0.503,-1.092,0.230,-0.457,1.965,-0.728,-1.573,1.371,-1.582,-0.346,-1.292,-1.122,-0.546,0.710,-0.064,-1.577,0.742,-1.710,-0.142,-1.103,-0.488,0.787,0.194,0.128,-1.547,1.009,-1.522,-0.395,-1.295,-0.276,0.104,1.414,0.225
-1,GCGMM,0.306,0.504,-0.804,-0.552,-1.028,-0.208,1.729,-0.879,0.307,0.319,0.029,-0.835,-0.687,-0.988,-0.937,1.098,-0.631,0.526,0.306,-0.355,-0.815,-0.637,-0.907,-1.033,1.356,-0.543,0.698,0.305,-0.374,-0.849,-0.646,-0.839,-1.138,1.746,-0.689,0.411
-1,GCGMM,-0.886,0.647,-0.549,-0.208,-0.194,-0.441,-1.247,-0.088,-0.555,-0.906,0.782,-0.675,-0.222,-0.699,0.158,-0.462,-0.663,0.868,-0.920,0.223,-0.718,-0.120,-0.315,-0.629,-1.155,-0.830,1.080,-0.922,0.312,-0.712,-0.053,-0.470,-0.217,-0.884,-1.204,2.229
-1,GCGMM,-1.490,1.761,-2.409,-1.862,-1.759,-0.018,1.364,-1.306,1.157,-1.467,2.360,-2.143,-1.956,-2.549,0.255,0.982,-0.764,1.315,-1.487,2.263,-2.192,-1.866,-2.564,0.085,0.944,-0.721,0.840,-1.457,2.176,-2.082,-2.047,-2.479,-0.402,0.529,-0.807,1.704
-1,GCGMM,0.824,-0.983,0.718,1.862,1.221,0.529,1.283,-1.486,0.251,0.831,-0.850,0.703,1.888,0.978,-0.316,0.207,-0.923,0.027,0.816,-0.855,0.680,1.971,0.993,-0.033,0.747,-1.074,0.109,0.818,-0.856,0.738,1.977,1.019,0.235,1.035,-1.027,0.037
-1,GCGMM,-0.514,-0.616,-0.792,-0.516,-0.837,-0.908,2.591,-1.026,1.232,-0.473,-0.733,-0.638,-0.627,-0.182,-0.455,1.320,-0.120,-0.269,-0.457,-0.282,-0.511,-0.825,-0.477,0.039,0.914,0.834,0.350,-0.469,-0.153,-0.585,-0.698,-0.373,0.500,1.788,0.370,-1.177
-1,GCGMM,0.488,-0.634,-0.335,0.414,0.076,-0.010,-0.663,-0.362,1.015,0.518,-0.451,-0.237,0.319,0.150,0.043,0.577,-1.038,0.478,0.510,-0.494,-0.284,0.354,0.103,0.153,0.517,-0.188,-0.265,0.516,-0.638,-0.372,0.207,0.129,-0.292,-0.303,-0.235,0.127
-1,GCGMM,-0.843,-0.127,-0.093,1.296,0.666,0.459,0.371,0.588,-1.284,-0.842,-0.154,0.023,1.618,0.161,-1.302,-0.972,0.120,0.867,-0.834,-0.292,0.054,1.624,0.208,-0.934,-0.633,-0.035,0.965,-0.820,-0.197,0.168,1.369,0.214,-0.832,-1.711,0.221,1.182
-1,GCGMM,-0.676,-0.206,0.159,0.241,0.526,0.095,-0.635,-0.895,0.753,-0.688,-0.215,-0.164,0.695,0.206,-0.137,-0.484,0.128,1.119,-0.700,-0.243,-0.133,0.834,0.171,-0.920,-0.444,-0.277,1.952,-0.696,-0.315,-0.061,0.774,0.135,-0.956,-0.220,-0.537,2.444
-1,GCGMM,1.186,-0.443,-1.190,-1.229,-2.078,-1.342,1.796,-0.787,2.715,1.226,-0.011,-1.056,-1.488,-2.001,-1.083,1.834,-0.298,3.339,1.203,0.258,-1.155,-1.408,-1.899,-0.956,1.957,-1.258,3.572,1.204,0.664,-1.097,-1.413,-1.905,-0.586,1.616,-1.398,3.265
-1,GCGMM,0.283,-0.594,0.504,1.650,1.014,0.577,0.282,-0.589,-0.621,0.268,-1.128,0.365,1.709,1.008,-0.055,0.412,-2.063,0.208,0.268,-0.674,0.434,1.569,1.064,0.042,-0.242,-1.228,-0.171,0.262,-1.158,0.390,2.226,1.262,-0.322,3.449,-1.868,-0.464
-1,GCGMM,-0.335,-1.315,1.538,1.980,1.952,0.896,-0.189,-0.546,-0.373,-0.227,-1.718,1.960,1.381,1.955,-0.978,-1.856,0.732,-0.295,-0.256,-1.718,1.898,1.330,1.931,-0.577,-1.390,0.010,0.672,-0.258,-1.705,1.816,1.163,1.942,-0.533,-1.425,-0.113,1.417
-1,GCGMM,-1.343,1.255,-0.348,-0.272,-0.163,1.710,-1.593,0.522,-0.137,-1.352,0.454,-0.265,0.086,0.051,0.511,-1.151,-0.023,-0.782,-1.421,-0.783,-1.195,1.436,-0.022,-2.988,2.105,-0.840,0.492,-1.354,0.742,-0.272,0.170,-0.085,0.564,-0.941,-0.262,0.141
-1,GCGMM,0.267,-0.938,0.999,1.044,0.978,-1.036,1.554,-0.650,-0.287,0.245,-1.007,0.983,0.955,0.833,-0.971,1.438,-0.233,0.100,0.258,-1.159,1.085,0.786,0.904,-1.327,0.837,-0.156,-0.270,0.245,-0.865,1.043,0.910,0.854,-0.588,1.167,-0.084,-0.741
-1,GCGMM,-1.318,1.127,-1.008,-0.180,-0.696,0.038,-0.106,1.200,-0.614,-1.307,1.016,-1.130,-0.223,-0.872,-0.932,-0.623,0.986,-0.520,-1.309,0.505,-1.205,-0.075,-0.731,-0.681,0.367,0.348,-0.308,-1.290,0.650,-1.098,-0.202,-0.853,-0.548,0.001,1.168,-0.313
-1,GCGMM,-1.339,1.401,-0.999,-0.139,-0.647,0.233,-0.620,1.520,-0.929,-1.332,1.301,-1.151,-0.157,-0.932,-0.897,-0.912,1.073,-0.567,-1.337,0.688,-1.257,0.039,-0.746,-0.607,0.348,0.241,-0.534,-1.313,0.818,-1.128,-0.140,-0.892,-0.582,-0.268,1.298,-0.368
-1,GCGMM,-0.197,-1.787,2.234,2.237,2.449,0.831,-0.523,-0.571,-0.085,-0.077,-2.263,2.685,1.461,2.601,-0.919,-2.176,1.178,-0.605,-0.118,-2.232,2.574,1.422,2.548,-0.491,-1.614,0.229,0.595,-0.122,-2.210,2.447,1.233,2.545,-0.494,-1.640,-0.009,1.551
-1,GCGMM,0.580,-1.149,1.278,0.964,1.049,-1.424,1.842,-1.017,0.003,0.553,-1.233,1.225,0.749,1.018,-0.824,2.086,-0.361,-0.158,0.567,-1.373,1.345,0.532,1.094,-1.387,1.220,-0.208,-0.659,0.546,-1.051,1.255,0.786,1.036,-0.506,2.067,-0.214,-1.326
-1,GCGMM,-0.583,-0.255,-0.057,1.510,0.666,0.235,0.491,0.305,-1.060,-0.571,-0.304,0.090,1.634,0.233,-1.348,-0.741,0.167,0.407,-0.566,-0.383,0.140,1.628,0.286,-1.169,-0.635,0.060,0.577,-0.558,-0.456,0.186,1.609,0.335,-1.120,-0.635,0.060,0.756
-1,GCGMM,-0.194,-0.217,-0.067,0.968,0.489,0.284,0.118,-0.484,-0.511,-0.180,-0.349,-0.022,0.836,0.453,-0.028,-0.231,-0.672,-0.434,-0.182,-0.164,0.021,0.784,0.492,-0.116,-0.434,-0.487,-0.584,-0.186,-0.525,-0.032,1.198,0.622,-0.430,1.756,-0.871,-0.814
-1,GCGMM,-0.101,0.410,-0.370,-0.371,-0.239,-0.142,-0.747,-0.323,-0.297,-0.095,0.519,-0.335,-0.307,-0.244,0.624,0.080,-0.881,0.286,-0.103,0.577,-0.329,-0.317,-0.241,0.894,0.108,-0.439,-0.233,-0.104,0.556,-0.382,-0.356,-0.244,0.857,0.025,-0.368,-0.448
-1,GCGMM,0.109,-2.095,3.042,1.677,2.197,-2.173,-1.907,2.473,0.268,-0.079,-1.886,2.392,2.276,2.440,-0.035,-0.617,2.380,-0.755,-0.100,-1.713,2.175,2.507,2.373,-0.112,-0.358,1.838,-1.098,-0.097,-1.790,2.162,2.592,2.347,-0.818,-0.457,1.130,-0.763
-1,GCGMM,-0.766,-0.113,-0.812,-0.254,-0.470,-1.792,0.404,-0.710,-0.077,-0.775,0.378,-0.974,-0.517,-0.995,-0.434,0.458,-0.669,1.379,-0.750,0.379,-0.527,-1.115,-0.553,0.297,-2.279,-0.240,1.493,-0.791,-0.180,-0.982,-0.337,-0.692,-0.650,-0.013,-1.268,2.681
-1,GCGMM,-0.047,-2.364,3.054,2.612,3.104,1.001,-0.832,-0.860,0.252,0.115,-2.989,3.633,1.495,3.438,-0.920,-2.716,1.645,-0.988,0.058,-2.932,3.469,1.448,3.350,-0.412,-2.006,0.373,0.639,0.049,-2.890,3.275,1.207,3.331,-0.418,-2.013,0.026,1.917
-1,GCGMM,-0.625,-0.281,0.142,1.643,0.910,0.683,0.378,0.546,-1.354,-0.637,-0.518,0.167,2.062,0.425,-1.267,-0.735,-0.617,1.170,-0.629,-0.500,0.208,2.028,0.479,-0.788,-0.605,-0.433,1.163,-0.614,-0.503,0.326,1.913,0.529,-0.768,-0.817,-0.332,1.362
-1,GCGMM,-0.586,0.118,-0.331,0.520,0.295,-0.145,-0.177,-0.285,-0.730,-0.543,0.550,-0.048,0.108,0.056,-0.181,-1.033,1.318,-1.384,-0.547,0.261,-0.037,0.170,0.130,-0.687,-0.599,0.376,-1.509,-0.549,0.096,-0.103,0.259,0.148,-0.896,-0.574,0.517,-1.538
-1,GCGMM,1.765,-1.183,2.458,0.585,1.945,1.350,-1.991,5.564,-2.651,1.776,-1.500,2.636,1.101,2.113,0.299,-2.554,5.752,-2.440,1.790,-1.138,2.564,0.849,2.041,0.197,-2.674,9.080,-4.910,1.822,-1.471,2.642,0.524,2.025,0.454,-2.751,10.227,-4.594
-1,GCGMM,-1.014,0.331,-0.680,-0.252,-0.378,-0.678,-0.217,-0.305,-0.083,-1.023,0.395,-0.769,-0.320,-0.680,-0.175,-0.080,-0.428,0.697,-1.029,-0.042,-0.775,-0.276,-0.388,-0.894,-0.907,-0.437,1.260,-1.035,0.093,-0.774,-0.158,-0.510,-0.328,-0.341,-0.977,2.005
-1,GCGMM,-1.557,4.849,-3.417,-2.704,-4.020,0.421,0.674,-0.414,1.128,-1.599,2.698,-3.118,-2.599,-3.586,-2.310,3.431,-1.000,3.105,-1.585,3.623,-3.296,-2.600,-3.762,-1.961,3.223,-0.561,3.053,-1.589,4.172,-3.534,-2.615,-3.996,-1.690,2.663,-0.498,2.934
-1,GCGMM,-0.583,0.164,-0.703,-0.371,-0.359,-0.773,0.202,-0.851,0.120,-0.524,0.718,-0.384,-1.037,-0.269,0.286,-0.456,1.584,-1.993,-0.528,0.459,-0.362,-0.998,-0.251,-0.434,-0.245,0.734,-1.927,-0.540,0.330,-0.506,-0.807,-0.245,-0.491,0.153,0.666,-2.336
-1,GCGMM,-0.797,0.229,0.003,-0.579,0.400,1.030,-0.508,-0.171,-0.820,-0.836,0.110,-0.219,-0.117,0.469,1.466,-0.291,-1.742,0.763,-0.831,0.260,-0.255,-0.197,0.474,1.852,0.091,-1.458,-0.125,-0.818,0.460,-0.116,-0.401,0.468,1.595,-0.403,-1.042,-0.706
-1,GCGMM,1.526,-1.298,2.241,0.685,1.751,0.223,-0.483,5.667,-3.030,1.522,-1.598,2.360,1.086,1.769,-0.643,-1.558,6.202,-2.123,1.542,-1.298,2.333,0.735,1.734,-1.008,-2.005,9.644,-4.924,1.571,-1.455,2.412,0.537,1.704,-0.009,-1.444,10.879,-5.176
-1,GCGMM,-0.213,1.124,-1.014,-0.468,-0.949,0.307,2.754,-1.224,-0.454,-0.207,0.108,-1.110,-0.624,-0.995,-1.375,1.172,-0.680,-0.656,-0.218,-0.719,-1.030,-0.567,-0.913,-1.734,1.526,-0.216,-0.273,-0.216,-0.945,-1.082,-0.581,-0.776,-2.123,2.393,-0.466,-0.471
-1,GCGMM,-0.651,-0.263,-0.713,-0.417,-0.630,-0.786,1.430,-0.739,0.706,-0.629,-0.293,-0.641,-0.497,-0.313,-0.252,0.776,-0.272,0.056,-0.620,-0.129,-0.563,-0.610,-0.409,-0.136,0.260,0.363,0.564,-0.630,-0.008,-0.613,-0.497,-0.385,0.329,0.964,-0.083,-0.176
-1,GCGMM,-0.642,-0.383,-0.880,-0.814,-1.031,-1.025,2.106,-0.934,1.285,-0.628,-0.621,-0.898,-0.759,-0.499,-0.308,1.537,-0.945,0.674,-0.616,-0.292,-0.795,-0.937,-0.659,0.056,0.662,0.318,1.427,-0.628,-0.059,-0.838,-0.819,-0.630,0.773,1.630,-0.358,0.417
-1,GCGMM,-1.398,1.536,-1.022,-0.116,-0.647,0.315,-0.790,1.707,-1.063,-1.392,1.432,-1.192,-0.129,-0.981,-0.948,-1.052,1.185,-0.620,-1.398,0.755,-1.313,0.093,-0.772,-0.644,0.352,0.233,-0.625,-1.372,0.887,-1.170,-0.110,-0.932,-0.653,-0.371,1.414,-0.385
-1,GCGMM,-0.891,1.294,-0.536,-0.498,-0.469,1.166,-1.531,0.464,-0.341,-0.888,0.721,-0.354,-0.336,-0.212,0.709,-0.712,-0.386,-0.835,-0.947,-0.262,-1.114,0.730,-0.259,-1.842,1.887,-0.725,-0.210,-0.896,0.968,-0.427,-0.282,-0.306,1.062,-0.634,-0.199,-0.679
-1,GCGMM,-2.598,5.418,-4.198,-3.580,-4.515,0.810,0.432,-0.471,1.073,-2.632,3.820,-3.821,-3.446,-4.053,-1.323,4.078,-1.410,2.753,-2.601,4.943,-3.954,-3.484,-4.241,-0.781,3.742,-1.060,2.649,-2.609,5.453,-4.233,-3.500,-4.549,-0.670,2.514,-0.737,2.642
-1,GCGMM,0.676,-0.904,0.194,0.821,0.408,-0.581,0.392,-0.444,0.539,0.694,-0.797,0.333,0.579,0.459,-0.472,1.230,-0.830,0.102,0.696,-0.892,0.344,0.501,0.465,-0.456,0.847,-0.092,-0.730,0.691,-0.883,0.231,0.506,0.475,-0.433,0.537,-0.100,-0.731
-1,GCGMM,-0.689,-0.301,-0.704,-0.407,-0.610,-0.813,1.418,-0.731,0.722,-0.666,-0.315,-0.628,-0.484,-0.278,-0.225,0.761,-0.255,0.032,-0.657,-0.127,-0.547,-0.605,-0.382,-0.099,0.212,0.404,0.558,-0.667,0.001,-0.599,-0.486,-0.359,0.392,0.933,-0.056,-0.206
