SubType,Method,Pre.Energy,Pre.Contrast,Pre.Homogeneity,Pre.Entropy,Pre.Correlation,Pre.I,Pre.SD,Pre.Kurtosis,Pre.Skewness,Post1.Energy,Post1.Contrast,Post1.Homogeneity,Post1.Entropy,Post1.Correlation,Post1.I,Post1.SD,Post1.Kurtosis,Post1.Skewness,Post2.Energy,Post2.Contrast,Post2.Homogeneity,Post2.Entropy,Post2.Correlation,Post2.I,Post2.SD,Post2.Kurtosis,Post2.Skewness,Post3.Energy,Post3.Contrast,Post3.Homogeneity,Post3.Entropy,Post3.Correlation,Post3.I,Post3.SD,Post3.Kurtosis,Post3.Skewness
1,GCGMM,-0.792,0.561,-0.061,-0.658,-0.184,-0.242,-1.926,0.768,1.447,-0.877,0.466,-0.334,-0.256,-0.040,0.478,0.152,-0.540,-0.437,-0.880,0.693,-0.301,-0.191,-0.332,0.097,-1.249,-0.071,1.121,-0.893,0.780,-0.382,-0.116,-0.414,0.320,-1.026,-0.284,1.354
1,GCGMM,-0.952,0.493,-1.232,-1.286,-1.076,0.126,1.393,-0.957,0.392,-0.892,1.082,-1.229,-1.430,-1.073,0.802,1.534,-0.868,-0.388,-0.884,0.865,-1.117,-1.421,-1.015,0.897,1.621,-0.900,-0.142,-0.893,0.675,-1.185,-1.402,-0.991,0.395,1.192,-0.724,-0.195
1,GCGMM,-0.708,0.598,-0.176,-0.224,-0.121,1.029,-1.106,0.153,-0.156,-0.699,0.304,-0.123,-0.071,0.003,0.680,-0.692,-0.164,-0.544,-0.763,-0.307,-0.576,0.587,-0.032,-1.489,1.158,-0.497,0.167,-0.711,0.422,-0.144,-0.028,-0.056,0.747,-0.590,-0.220,-0.080
1,GCGMM,-0.380,-0.333,0.084,1.083,0.559,0.296,0.331,0.209,-1.254,-0.363,-0.349,0.173,1.173,0.288,-1.168,-0.722,0.072,0.484,-0.354,-0.360,0.217,1.132,0.326,-0.726,-0.599,-0.099,0.418,-0.346,-0.423,0.256,1.115,0.365,-0.901,-0.643,-0.075,0.463
1,GCGMM,-0.555,-0.104,0.112,0.081,0.438,0.849,-0.171,-0.032,-1.078,-0.579,-0.143,0.025,0.342,0.396,0.784,-0.480,-0.917,0.738,-0.570,-0.045,0.029,0.275,0.413,1.127,-0.206,-0.762,0.051,-0.558,0.014,0.111,0.176,0.425,0.886,-0.520,-0.509,-0.250
1,GCGMM,1.356,-0.203,-0.540,-0.660,-0.942,-1.118,0.541,-0.519,1.792,1.387,0.090,-0.482,-0.794,-0.890,-0.345,0.892,-0.353,2.295,1.369,0.254,-0.506,-0.765,-0.853,-0.025,0.944,-0.645,1.626,1.370,0.376,-0.520,-0.750,-0.841,0.062,0.736,-0.645,1.310
1,GCGMM,-0.501,-0.263,0.204,0.193,0.462,0.287,-0.417,-0.538,0.323,-0.513,-0.259,0.005,0.503,0.294,0.166,-0.517,-0.136,1.118,-0.521,-0.222,0.032,0.542,0.281,-0.205,-0.406,-0.392,1.181,-0.515,-0.264,0.093,0.489,0.270,-0.444,-0.367,-0.428,1.283
1,GCGMM,1.572,-0.958,0.597,1.381,0.871,0.200,0.917,-1.110,0.523,1.579,-0.851,0.632,1.310,0.746,-0.416,0.311,-0.627,0.018,1.569,-0.833,0.628,1.323,0.760,-0.090,0.603,-0.620,-0.027,1.571,-0.857,0.638,1.344,0.776,0.009,0.739,-0.570,-0.044
1,GCGMM,1.649,-0.194,-0.657,-0.794,-1.164,-1.339,0.692,-0.517,2.024,1.687,0.146,-0.559,-0.998,-1.077,-0.425,1.114,-0.387,2.481,1.667,0.329,-0.591,-0.971,-1.032,0.003,1.157,-0.685,1.696,1.667,0.477,-0.616,-0.946,-1.016,0.142,0.909,-0.679,1.314
1,GCGMM,-0.559,-0.230,0.262,-0.233,0.416,0.282,-0.775,-0.895,1.078,-0.585,-0.216,-0.076,0.182,0.297,0.804,-0.419,-0.235,1.421,-0.600,-0.156,-0.056,0.260,0.259,0.044,-0.314,-0.533,1.546,-0.596,-0.188,0.014,0.189,0.225,-0.225,-0.235,-0.597,1.675
1,GCGMM,-0.369,-0.339,0.073,1.165,0.567,0.297,0.400,0.277,-1.399,-0.349,-0.357,0.189,1.235,0.288,-1.290,-0.741,0.091,0.426,-0.339,-0.372,0.234,1.186,0.330,-0.774,-0.616,-0.072,0.348,-0.330,-0.438,0.271,1.173,0.373,-0.943,-0.668,-0.043,0.387
1,GCGMM,-0.869,0.727,-0.088,-0.981,-0.322,-0.342,-2.344,0.872,1.948,-0.972,0.617,-0.427,-0.521,-0.101,0.783,0.314,-0.654,-0.608,-0.978,0.889,-0.397,-0.436,-0.454,0.250,-1.370,-0.066,1.252,-0.994,1.003,-0.501,-0.345,-0.559,0.547,-1.097,-0.323,1.519
1,GCGMM,-0.658,0.619,-0.245,0.035,-0.083,1.790,-0.615,-0.215,-1.117,-0.593,0.206,0.003,0.040,0.029,0.801,-1.198,0.061,-0.609,-0.693,-0.906,-0.740,1.053,0.148,-2.440,2.599,-0.752,-0.405,-0.602,0.208,-0.001,0.025,0.159,1.003,-0.329,-0.182,-0.939
1,GCGMM,-0.485,-0.269,0.473,0.285,0.937,2.091,-0.085,0.155,-1.818,-0.528,-0.433,0.368,0.795,0.988,1.355,-0.753,-1.358,0.793,-0.507,-0.068,0.364,0.668,0.885,2.290,0.184,-1.094,-0.521,-0.477,0.006,0.527,0.424,0.955,1.619,-0.673,-0.448,-1.350
1,GCGMM,-1.309,1.030,-2.441,-2.514,-2.437,-0.525,2.799,-1.788,1.713,-1.174,2.183,-2.357,-3.024,-2.393,0.818,3.345,-0.824,-1.401,-1.167,1.684,-2.148,-2.946,-2.298,0.691,3.263,-1.025,-0.316,-1.195,1.270,-2.351,-2.820,-2.263,-0.047,2.731,-0.918,-0.145
1,GCGMM,-0.724,0.665,-0.206,-0.257,-0.167,1.087,-1.160,0.207,-0.194,-0.714,0.348,-0.133,-0.116,-0.020,0.721,-0.706,-0.166,-0.675,-0.782,-0.313,-0.623,0.591,-0.057,-1.590,1.280,-0.505,0.088,-0.726,0.476,-0.163,-0.068,-0.081,0.840,-0.607,-0.204,-0.187
1,GCGMM,2.708,-0.715,-0.077,-0.393,-0.849,-1.450,0.158,-0.252,1.962,2.729,-0.507,-0.053,-0.536,-0.594,-0.574,0.923,-0.335,2.920,2.711,-0.250,-0.098,-0.506,-0.512,-0.074,1.101,-0.838,2.108,2.702,-0.015,-0.133,-0.462,-0.534,0.238,0.818,-0.762,1.480
1,GCGMM,-0.961,1.038,-0.214,-1.150,-0.559,-0.548,-2.799,1.524,2.098,-1.087,0.886,-0.529,-0.696,-0.234,0.659,0.539,-0.774,-1.336,-1.088,1.223,-0.494,-0.615,-0.687,0.272,-1.737,0.115,1.087,-1.111,1.383,-0.657,-0.466,-0.810,0.762,-1.408,-0.201,1.394
1,GCGMM,3.532,-1.027,0.206,-0.230,-0.792,-1.652,-0.076,-0.090,2.065,3.547,-0.872,0.209,-0.378,-0.413,-0.713,0.942,-0.324,3.301,3.529,-0.556,0.151,-0.348,-0.304,-0.104,1.197,-0.955,2.402,3.514,-0.254,0.102,-0.286,-0.347,0.346,0.869,-0.834,1.583
1,GCGMM,-0.300,-1.099,0.573,0.598,1.029,-0.434,0.252,-1.208,0.788,-0.333,-0.806,0.128,1.060,0.577,-0.333,-0.347,-0.108,2.732,-0.285,-0.140,0.622,0.498,0.584,1.041,-1.924,-0.291,2.165,-0.325,-0.930,0.322,0.990,0.587,-1.600,-0.151,-0.629,2.605
1,GCGMM,-1.325,1.056,-2.498,-2.573,-2.502,-0.556,2.866,-1.827,1.775,-1.188,2.236,-2.410,-3.099,-2.456,0.819,3.431,-0.822,-1.449,-1.180,1.723,-2.197,-3.018,-2.359,0.681,3.341,-1.030,-0.324,-1.209,1.298,-2.406,-2.888,-2.324,-0.068,2.804,-0.927,-0.143
-1,GC,0.164,-1.258,0.174,0.624,0.162,-1.849,2.162,-0.839,1.229,0.094,-1.521,0.278,0.410,0.542,-1.767,1.666,-1.027,1.018,0.199,-1.418,0.334,0.251,0.508,-1.523,1.801,-1.042,0.615,0.130,-1.212,0.250,0.488,0.496,-1.306,2.512,-1.739,0.317
-1,GC,-0.939,0.758,1.064,-0.923,0.495,2.016,-0.799,0.986,-1.711,-1.119,0.169,0.372,-0.056,0.864,1.841,0.117,-1.653,-0.474,-1.044,0.543,0.668,-0.514,0.722,1.976,-0.520,-1.044,-1.128,-1.057,0.657,0.738,-0.626,0.638,1.949,-1.030,-0.157,-1.245
-1,GC,-1.581,2.747,-2.334,-2.089,-2.678,-0.275,0.997,-0.573,1.294,-1.557,2.049,-2.279,-2.145,-2.462,-1.766,1.775,0.007,2.613,-1.552,2.494,-2.329,-2.174,-2.517,-1.369,1.923,-0.282,2.501,-1.563,2.687,-2.433,-2.116,-2.618,-1.415,1.625,-0.421,2.142
-1,GC,1.187,-1.090,1.557,1.356,1.660,0.740,-0.557,-0.375,0.042,1.179,-1.356,1.659,1.504,1.785,0.374,-0.260,-0.347,-0.478,1.180,-1.231,1.643,1.457,1.781,0.326,-0.419,-0.378,-0.378,1.178,-1.285,1.617,1.400,1.759,-0.006,-0.495,-0.448,-0.185
-1,GC,-0.793,0.469,-0.569,0.073,-0.390,-0.173,-0.039,0.409,-0.550,-0.763,0.603,-0.701,-0.019,-0.452,-0.835,-0.190,0.253,-0.733,-0.765,0.390,-0.677,0.048,-0.435,-0.368,0.107,0.491,-0.353,-0.759,0.243,-0.666,0.098,-0.448,-0.407,0.173,1.262,-0.541
-1,GC,0.800,-1.196,1.132,1.385,1.252,-0.984,0.539,-0.402,0.046,0.792,-1.249,1.191,1.165,1.106,-0.534,0.251,0.145,0.018,0.794,-1.189,1.251,1.000,1.149,-0.821,-0.161,0.094,-0.202,0.794,-1.032,1.203,1.159,1.166,-0.306,0.292,0.274,-0.677
-1,GC,-0.123,-0.008,-0.098,0.518,0.202,0.328,-0.006,0.059,-1.020,-0.104,0.126,-0.038,0.484,0.255,0.774,0.228,0.912,-1.528,-0.099,0.328,0.030,0.382,0.260,0.244,-0.601,1.298,-1.663,-0.099,0.245,0.059,0.358,0.259,0.541,-0.233,0.933,-1.661
-1,GC,-0.200,-0.049,-0.096,0.342,0.203,-0.376,-0.059,-0.199,-0.355,-0.143,0.360,0.117,-0.044,0.189,-0.108,-0.778,1.102,-1.036,-0.149,0.134,0.139,-0.051,0.216,-0.378,-0.657,0.720,-0.959,-0.151,0.000,0.063,0.093,0.212,-0.482,-0.394,1.220,-1.327
-1,GC,0.673,-0.046,0.598,-0.337,0.049,1.435,-0.972,-0.262,0.201,0.710,0.142,0.815,-0.697,0.056,1.500,-2.165,0.621,-0.068,0.692,0.041,0.764,-0.537,0.107,1.364,-1.693,-0.156,1.142,0.688,-0.150,0.691,-0.507,0.157,1.457,-1.406,-0.391,1.438
-1,GC,1.784,-0.725,1.522,0.092,1.079,0.490,-1.258,1.274,-1.078,1.798,-0.927,1.780,0.137,1.121,1.090,-1.402,1.402,-0.850,1.821,-0.634,1.738,-0.115,1.117,1.568,-1.606,2.734,-1.182,1.840,-0.876,1.767,-0.274,1.093,1.084,-1.643,1.639,0.872
-1,GC,0.793,-0.129,-0.560,-0.286,-0.878,-1.042,1.371,-0.809,1.456,0.820,-0.597,-0.542,-0.516,-0.774,-1.528,0.925,-0.807,1.235,0.806,-0.888,-0.500,-0.456,-0.626,-1.491,1.158,-0.890,1.357,0.805,-0.814,-0.590,-0.336,-0.577,-1.636,1.272,-1.151,1.287
-1,GC,0.967,-1.119,1.654,1.635,1.102,-1.200,-0.858,1.422,-1.495,0.883,-0.942,1.542,1.512,1.120,-0.115,-0.668,2.968,-1.444,0.871,-1.065,1.427,1.699,1.190,-0.215,-0.404,2.140,-1.085,0.882,-1.348,1.438,1.744,1.226,-0.930,-0.428,2.028,-0.803
-1,GC,0.626,-0.910,0.399,0.913,0.742,-0.115,0.332,-0.444,0.591,0.644,-0.879,0.500,0.758,0.762,-0.304,0.459,-0.734,0.211,0.641,-0.914,0.526,0.706,0.777,-0.298,0.291,-0.399,-0.263,0.645,-0.938,0.440,0.716,0.785,-0.404,0.234,-0.374,-0.373
-1,GC,-0.698,2.205,-1.469,-2.157,-2.048,1.268,-1.274,-0.047,0.198,-0.674,2.237,-1.511,-2.180,-2.048,1.348,-1.325,0.300,-0.253,-0.693,2.180,-1.543,-2.209,-1.985,1.745,-1.009,0.248,-0.630,-0.684,1.951,-1.456,-2.192,-1.922,1.982,-0.782,0.654,-1.020
-1,GC,0.147,0.335,-0.228,-0.453,-0.251,-0.185,-0.696,-0.205,-0.389,0.154,0.580,-0.200,-0.326,-0.179,0.781,0.010,-0.643,-0.268,0.155,0.721,-0.198,-0.433,-0.193,1.097,-0.091,-0.220,-0.635,0.148,0.599,-0.249,-0.439,-0.183,0.977,-0.088,-0.026,-0.885
-1,GC,0.054,0.332,0.083,-0.577,-0.524,1.961,-0.812,-1.119,0.914,0.104,0.738,0.278,-1.162,-0.538,1.728,-2.590,0.187,0.368,0.062,0.417,0.222,-0.772,-0.455,1.250,-1.741,-1.766,2.436,0.046,0.254,0.092,-0.636,-0.365,1.665,-1.274,-1.523,1.754
-1,GC,1.642,-2.162,2.166,2.263,2.135,-1.496,1.043,-0.573,0.383,1.580,-2.603,2.094,2.183,1.878,-0.892,1.117,-0.662,0.905,1.588,-2.304,2.188,1.885,1.934,-1.193,0.257,-0.433,0.435,1.590,-1.900,2.161,2.057,1.969,-0.157,0.870,-0.523,-0.131
-1,GC,0.523,0.046,0.473,-0.395,-0.090,1.562,-0.933,-0.470,0.374,0.563,0.287,0.685,-0.810,-0.088,1.555,-2.268,0.516,0.038,0.539,0.132,0.633,-0.594,-0.029,1.336,-1.704,-0.546,1.456,0.532,-0.052,0.546,-0.538,0.030,1.507,-1.374,-0.666,1.515
-1,GC,-2.078,3.051,-2.819,-2.051,-3.033,-1.142,2.273,-0.870,1.910,-2.054,1.944,-2.710,-2.125,-2.695,-3.516,3.517,-0.157,4.224,-2.034,2.671,-2.771,-2.154,-2.815,-3.119,3.571,-0.581,4.261,-2.057,3.100,-2.982,-2.073,-3.009,-3.323,2.977,-1.025,3.920
-1,GC,-1.636,0.787,-0.574,0.264,-0.131,0.289,-0.789,1.056,-1.616,-1.604,1.240,-0.785,0.246,-0.281,-0.467,-0.783,0.817,-1.778,-1.600,1.069,-0.771,0.316,-0.333,0.229,-0.452,1.225,-1.262,-1.590,0.805,-0.706,0.329,-0.379,0.247,-0.410,2.544,-1.512
-1,GC,0.983,-1.111,1.703,1.659,1.087,-1.221,-0.989,1.592,-1.639,0.892,-0.913,1.575,1.544,1.121,-0.076,-0.754,3.232,-1.581,0.878,-1.054,1.443,1.765,1.194,-0.158,-0.427,2.332,-1.168,0.890,-1.377,1.460,1.799,1.232,-0.989,-0.495,2.193,-0.815
-1,GC,-0.024,0.781,-0.453,-0.943,-0.607,-0.211,-1.064,-0.119,-0.740,-0.021,1.102,-0.450,-0.714,-0.516,1.170,-0.151,-0.610,-0.439,-0.020,1.307,-0.457,-0.841,-0.540,1.596,-0.228,-0.156,-0.768,-0.030,1.149,-0.496,-0.853,-0.530,1.471,-0.203,0.099,-1.069
-1,GC,-1.694,1.345,-1.184,-0.461,-1.109,-0.210,-0.275,0.951,-1.275,-1.657,1.544,-1.463,-0.512,-1.223,-1.172,-0.603,0.881,-1.332,-1.659,1.219,-1.441,-0.370,-1.204,-0.412,-0.010,1.056,-0.410,-1.651,0.994,-1.369,-0.295,-1.232,-0.409,0.135,2.301,-0.648
1,GC,-0.397,-0.138,-0.312,0.153,0.113,-0.234,0.874,-0.624,-0.262,-0.393,0.058,-0.326,0.039,-0.262,-0.388,0.434,-0.187,-0.000,-0.400,-0.254,-0.298,-0.058,-0.127,-0.783,-0.799,0.725,0.284,-0.408,0.085,-0.355,0.096,-0.258,-0.499,-0.569,0.558,0.508
1,GC,-1.556,0.046,-1.572,-0.810,-0.780,-1.017,1.128,-0.772,1.830,-1.510,0.693,-1.501,-0.985,-1.162,-0.555,0.993,-0.770,1.232,-1.525,0.848,-1.401,-0.970,-1.294,-0.392,0.810,-0.758,1.002,-1.511,0.780,-1.405,-1.016,-1.276,-0.586,0.785,-0.766,0.920
1,GC,-0.893,0.999,-0.073,-0.758,-0.245,-0.131,-1.748,3.776,-0.652,-0.957,0.411,-0.383,-0.087,0.163,0.117,0.638,-0.897,-0.471,-0.961,0.660,-0.322,-0.128,-0.145,-0.100,-0.631,0.350,-0.116,-0.968,0.799,-0.380,-0.068,-0.258,0.107,-0.527,0.605,0.268
1,GC,-1.163,0.448,-1.432,-1.446,-1.195,-0.122,1.440,-0.811,0.429,-1.104,1.197,-1.401,-1.638,-1.207,0.307,1.497,-1.271,0.028,-1.113,1.048,-1.305,-1.649,-1.164,0.475,1.701,-1.623,0.124,-1.118,0.802,-1.384,-1.578,-1.136,0.058,1.300,-1.741,-0.067
1,GC,-0.676,0.901,-0.380,-0.589,-0.453,1.372,-1.350,-0.061,0.397,-0.657,0.972,-0.250,-0.566,-0.436,0.995,-1.192,0.953,-1.131,-0.725,-0.078,-0.771,0.312,-0.508,-0.491,0.760,-0.139,-0.462,-0.680,0.683,-0.343,-0.382,-0.449,0.878,-0.871,0.021,-0.276
1,GC,-0.339,-0.088,-0.225,0.911,0.122,0.301,0.443,0.188,-1.424,-0.317,-0.272,-0.126,0.942,-0.223,-0.946,-0.782,0.650,0.186,-0.314,-0.285,-0.085,0.951,-0.151,-0.707,-0.741,0.602,0.115,-0.307,-0.457,-0.043,0.883,-0.057,-0.824,-0.696,0.927,0.052
1,GC,-0.388,-0.336,0.297,0.256,0.801,0.852,-0.356,-0.063,-0.877,-0.402,-0.391,0.193,0.634,0.752,0.665,-0.416,-0.805,0.151,-0.404,-0.228,0.160,0.606,0.761,0.996,-0.042,-0.960,-0.419,-0.395,-0.187,0.252,0.545,0.773,0.720,-0.216,-0.819,-0.808
1,GC,2.490,-1.217,0.298,0.151,-0.371,-1.939,0.446,-0.399,1.796,2.494,-1.289,0.388,-0.111,-0.246,-1.175,0.976,0.107,1.901,2.479,-1.046,0.305,0.061,-0.196,-0.941,1.363,-0.715,1.688,2.479,-0.931,0.271,0.131,-0.165,-0.920,1.416,-1.206,1.333
