SubType,Method,Pre.Energy,Pre.Contrast,Pre.Homogeneity,Pre.Entropy,Pre.Correlation,Pre.I,Pre.SD,Pre.Kurtosis,Pre.Skewness,Post1.Energy,Post1.Contrast,Post1.Homogeneity,Post1.Entropy,Post1.Correlation,Post1.I,Post1.SD,Post1.Kurtosis,Post1.Skewness,Post2.Energy,Post2.Contrast,Post2.Homogeneity,Post2.Entropy,Post2.Correlation,Post2.I,Post2.SD,Post2.Kurtosis,Post2.Skewness,Post3.Energy,Post3.Contrast,Post3.Homogeneity,Post3.Entropy,Post3.Correlation,Post3.I,Post3.SD,Post3.Kurtosis,Post3.Skewness
1,GC,-0.167,-0.449,0.466,0.595,0.854,0.079,-0.189,-0.525,0.328,-0.167,-0.524,0.295,0.831,0.701,-0.005,-0.298,-0.265,0.578,-0.180,-0.447,0.290,0.889,0.684,-0.300,-0.318,-0.492,1.008,-0.174,-0.476,0.354,0.838,0.655,-0.466,-0.259,-0.567,1.203
1,GC,0.282,-0.151,0.188,0.846,0.451,0.761,0.428,-0.704,-0.024,0.298,0.348,0.126,0.954,0.035,0.235,-0.494,-0.014,-0.437,0.289,0.288,0.152,0.931,0.068,0.386,-0.220,-0.303,-0.359,0.288,0.172,0.160,0.982,0.127,0.433,0.025,-0.314,-0.473
1,GC,-0.153,-0.636,-0.139,1.744,0.440,-0.294,1.438,0.326,-2.433,-0.129,-0.963,-0.057,1.778,-0.105,-2.023,-0.555,0.482,0.916,-0.087,-0.399,0.296,1.306,0.047,-0.827,-1.573,1.013,0.435,-0.100,-1.089,0.123,1.585,0.160,-1.768,-0.599,1.429,0.234
1,GC,-0.333,-0.054,-0.295,1.000,0.030,0.226,0.551,0.221,-1.497,-0.306,-0.256,-0.169,0.983,-0.355,-1.163,-0.832,0.846,0.190,-0.302,-0.292,-0.118,0.998,-0.274,-0.937,-0.835,0.812,0.187,-0.295,-0.493,-0.083,0.929,-0.169,-1.032,-0.761,1.162,0.168
1,GC,3.571,-1.548,0.298,0.112,-0.812,-2.988,0.747,-0.525,2.801,3.582,-1.627,0.462,-0.390,-0.621,-1.867,1.500,0.450,2.559,3.563,-1.354,0.360,-0.143,-0.556,-1.669,1.890,-0.623,2.480,3.559,-1.210,0.278,-0.024,-0.518,-1.537,2.029,-1.351,2.138
1,GC,-0.303,-0.699,0.496,0.504,1.170,0.700,-0.065,-0.063,-1.251,-0.327,-0.791,0.323,0.986,1.101,0.568,-0.188,-1.321,0.528,-0.310,-0.273,0.434,0.692,1.134,1.433,-0.277,-1.201,-0.407,-0.311,-0.442,0.427,0.817,1.131,0.674,-0.023,-1.065,-0.964
1,GC,0.798,-0.717,0.495,1.619,0.938,0.431,1.387,-1.051,-0.252,0.813,0.011,0.328,1.773,0.289,-0.174,-0.118,-0.535,-0.063,0.836,0.485,0.650,1.265,0.378,0.859,-0.748,-0.392,-0.303,0.809,-0.103,0.432,1.718,0.437,0.193,0.508,-0.495,-0.579
1,GC,-1.418,2.028,0.070,-2.338,-0.591,-0.540,-3.822,7.171,0.078,-1.562,1.058,-0.626,-1.061,0.528,1.122,1.983,-2.360,-1.093,-1.573,1.554,-0.546,-1.149,-0.139,0.475,-0.528,0.112,-0.335,-1.594,1.988,-0.698,-0.969,-0.448,0.988,-0.367,0.301,0.473
1,GC,3.827,-1.863,0.364,-0.269,-0.870,-3.574,0.456,-0.214,2.900,3.824,-2.281,0.547,-0.756,-0.416,-2.030,1.867,0.180,3.318,3.806,-1.854,0.398,-0.466,-0.356,-1.745,2.322,-0.965,2.928,3.806,-1.598,0.338,-0.384,-0.343,-1.740,2.258,-1.746,2.428
1,GC,-0.401,-0.142,-0.319,0.096,0.113,-0.274,0.906,-0.684,-0.176,-0.399,0.083,-0.341,-0.028,-0.265,-0.346,0.525,-0.249,-0.014,-0.406,-0.251,-0.313,-0.133,-0.126,-0.788,-0.803,0.735,0.297,-0.416,0.125,-0.378,0.038,-0.273,-0.475,-0.560,0.531,0.542
1,GC,4.616,-2.065,0.691,-0.420,-0.742,-3.622,0.447,-0.839,4.216,4.606,-2.053,0.774,-0.901,-0.263,-1.348,2.298,-0.301,3.190,4.579,-1.618,0.598,-0.607,-0.231,-1.116,2.943,-1.705,2.870,4.572,-1.286,0.507,-0.434,-0.247,-0.993,3.003,-2.808,2.296
1,GC,-1.194,1.470,-0.687,-1.366,-0.942,1.703,-2.312,0.287,0.625,-1.175,1.311,-0.453,-1.388,-0.691,1.407,-1.570,1.476,-1.507,-1.275,-0.275,-1.271,-0.023,-0.820,-0.966,1.290,-0.050,-0.518,-1.204,0.960,-0.616,-1.120,-0.760,1.119,-1.356,0.202,-0.169
1,GC,-2.405,0.963,-2.825,-3.416,-2.610,-0.881,2.309,-0.903,0.818,-2.309,1.928,-2.714,-3.866,-2.275,0.368,3.209,-2.353,0.427,-2.319,1.702,-2.558,-3.868,-2.223,0.552,3.352,-2.758,0.540,-2.326,1.343,-2.711,-3.780,-2.222,-0.264,2.397,-2.968,0.281
1,GC,-0.934,1.862,-0.442,-1.276,-0.977,2.859,-3.408,0.460,1.007,-0.902,1.819,-0.179,-1.125,-0.597,2.276,-2.697,2.008,-2.178,-1.027,0.086,-1.210,0.655,-0.860,-0.222,2.203,-0.940,-1.153,-0.932,1.236,-0.332,-0.825,-0.625,2.152,-1.151,-0.476,-1.001
1,GC,0.440,-0.167,0.294,0.829,0.535,0.878,0.425,-0.931,0.332,0.455,0.506,0.190,0.957,0.101,0.536,-0.421,-0.183,-0.596,0.443,0.434,0.213,0.926,0.123,0.665,-0.087,-0.534,-0.480,0.439,0.332,0.212,1.007,0.174,0.753,0.208,-0.631,-0.606
-1,FCM,-1.192,0.203,-0.800,-0.447,-0.604,-0.590,0.531,-0.508,1.128,-1.162,0.417,-0.654,-0.587,-0.455,0.193,-0.082,-0.240,0.474,-1.151,0.547,-0.622,-0.627,-0.524,0.246,-0.169,-0.295,1.437,-1.153,0.725,-0.627,-0.640,-0.500,0.651,0.352,-0.454,0.679
-1,FCM,-1.505,1.209,0.863,-0.401,0.656,1.943,-0.850,2.497,-2.182,-1.573,1.170,0.562,-0.271,0.739,1.937,-0.510,0.084,-1.619,-1.505,1.395,0.781,-0.675,0.672,2.045,-1.785,0.179,-1.348,-1.546,1.360,0.738,-0.572,0.677,1.962,-2.067,-0.046,-0.272
-1,FCM,-1.411,2.891,-1.806,-1.725,-1.891,1.224,1.047,-0.464,-0.622,-1.404,2.388,-1.825,-1.761,-1.943,1.414,-0.320,-0.607,-0.279,-1.446,2.472,-1.783,-1.747,-1.959,1.523,0.859,-0.947,0.101,-1.422,2.115,-1.920,-1.739,-1.954,1.261,1.069,-0.806,0.133
-1,FCM,0.546,-0.454,1.412,0.845,1.453,0.938,-1.167,-0.104,0.068,0.552,-0.476,1.498,0.875,1.514,0.596,-0.919,-0.328,0.327,0.565,-0.507,1.543,0.856,1.535,0.368,-1.236,-0.287,0.580,0.556,-0.565,1.490,0.959,1.534,0.080,-1.106,-0.248,0.787
-1,FCM,-1.373,1.004,-0.529,0.270,-0.122,-0.044,-0.068,1.397,-1.023,-1.363,0.858,-0.650,0.267,-0.210,-0.830,0.360,0.613,-1.442,-1.357,0.524,-0.682,0.392,-0.123,-0.582,1.878,0.403,-1.225,-1.345,0.657,-0.627,0.290,-0.208,-0.621,1.043,1.019,-1.245
-1,FCM,1.752,-1.587,0.827,1.346,0.845,-1.976,1.911,-1.117,0.602,1.705,-1.549,0.844,1.193,0.810,-1.574,1.258,-0.330,1.156,1.709,-1.611,0.860,1.006,0.830,-1.850,1.319,-0.541,0.743,1.707,-1.589,0.852,1.130,0.832,-1.577,1.850,-0.632,0.764
-1,FCM,-0.081,-0.165,0.087,1.107,0.386,-0.322,0.876,-0.832,-0.290,-0.072,-0.230,0.114,1.107,0.374,-0.630,2.142,-0.433,-1.230,-0.067,0.025,0.140,0.993,0.402,-0.609,1.975,-0.198,-1.503,-0.062,-0.067,0.164,1.048,0.435,-0.455,2.565,0.004,-1.719
-1,FCM,-0.305,0.122,-0.181,0.169,0.082,-0.363,0.002,-0.391,-0.484,-0.279,0.349,-0.083,-0.090,0.013,-0.259,-0.680,0.096,-0.430,-0.278,0.270,-0.046,-0.116,0.021,-0.552,-0.612,0.103,-0.330,-0.284,0.215,-0.070,-0.032,0.017,-0.734,-0.540,0.045,-0.306
-1,FCM,0.768,-1.341,1.451,2.091,1.671,-0.136,1.274,-0.703,-0.360,0.805,-1.550,1.677,1.535,1.622,-1.346,-0.815,-0.114,-0.196,0.798,-1.638,1.651,1.577,1.616,-1.064,-0.065,-0.255,-0.034,0.795,-1.715,1.588,1.594,1.656,-1.406,0.637,-0.073,-0.626
-1,FCM,1.061,-1.292,1.655,1.000,1.483,-0.407,-0.737,1.604,-0.416,1.044,-1.255,1.614,1.424,1.564,-0.500,-0.602,1.525,-1.351,1.061,-1.158,1.648,1.243,1.569,-0.608,-0.999,3.901,-2.727,1.066,-1.273,1.665,1.041,1.559,-0.339,-0.920,4.363,-3.002
-1,FCM,0.389,-0.714,-1.194,-1.503,-1.373,-0.284,1.554,-0.968,0.701,0.396,-0.737,-1.156,-1.566,-1.342,-0.513,1.673,-0.528,-0.001,0.406,-0.767,-1.160,-1.629,-1.327,-0.115,0.796,-0.398,0.653,0.400,-0.739,-1.214,-1.613,-1.331,-0.182,0.603,0.048,0.539
-1,FCM,0.195,-1.929,1.722,0.638,1.227,-2.822,-1.268,0.367,2.072,0.142,-2.044,1.632,0.341,1.353,-2.721,-1.504,4.241,3.186,0.109,-2.048,1.470,0.715,1.325,-2.250,-0.897,1.841,1.340,0.097,-2.096,1.422,0.997,1.298,-2.509,-0.128,0.239,0.862
-1,FCM,0.961,-0.501,0.481,0.527,0.561,0.093,0.170,0.282,-0.243,0.964,-0.595,0.530,0.488,0.611,0.032,0.809,0.276,-0.992,0.968,-0.667,0.584,0.371,0.575,-0.099,0.825,1.035,-1.280,0.971,-0.685,0.577,0.401,0.558,-0.321,0.700,0.763,-1.273
-1,FCM,0.833,0.259,0.085,-0.045,-0.270,1.028,-1.171,-0.493,0.711,0.838,0.230,0.088,-0.012,-0.252,0.738,-1.071,-0.168,0.277,0.836,0.399,0.055,0.131,-0.219,1.123,-1.007,-0.264,-0.060,0.836,0.369,0.073,0.056,-0.208,1.373,-0.894,-0.353,0.259
-1,FCM,0.000,0.377,-0.519,-0.580,-0.530,-0.122,-1.069,-0.338,0.139,0.005,0.371,-0.512,-0.564,-0.506,0.530,-0.274,-0.458,0.460,0.001,0.353,-0.537,-0.603,-0.487,0.168,-0.726,-0.397,0.164,0.001,0.236,-0.532,-0.587,-0.482,-0.353,-0.880,-0.318,0.079
-1,FCM,-1.424,3.499,-2.217,-2.368,-2.461,1.632,1.406,-1.064,-0.493,-1.418,2.881,-2.203,-2.414,-2.501,2.137,-0.539,-1.000,0.095,-1.475,3.099,-2.137,-2.436,-2.551,2.201,0.531,-1.382,0.528,-1.446,2.585,-2.336,-2.393,-2.516,1.867,1.077,-1.393,0.577
-1,FCM,0.183,-1.941,1.728,0.608,1.218,-2.878,-1.321,0.389,2.123,0.128,-2.055,1.632,0.317,1.348,-2.749,-1.519,4.332,3.257,0.095,-2.056,1.466,0.697,1.319,-2.275,-0.914,1.885,1.368,0.083,-2.104,1.418,0.985,1.291,-2.532,-0.144,0.246,0.893
-1,FCM,0.296,0.624,-0.846,-1.305,-1.123,0.111,-2.106,-0.286,0.744,0.281,0.393,-0.928,-1.022,-1.010,1.294,0.120,-0.994,1.323,0.272,0.433,-1.013,-1.074,-0.978,0.867,-0.837,-0.881,0.642,0.276,0.257,-0.979,-1.125,-0.966,0.016,-1.210,-0.671,0.453
-1,FCM,1.384,-1.292,-1.442,-2.168,-1.858,-0.091,2.198,-1.257,0.432,1.377,-1.463,-1.473,-2.183,-1.901,-0.958,2.778,-0.709,-0.300,1.386,-1.595,-1.498,-2.260,-1.832,-0.343,1.404,-0.463,0.160,1.378,-1.661,-1.583,-2.226,-1.853,-0.707,0.762,0.365,0.451
-1,FCM,-1.569,1.267,0.918,-0.432,0.687,2.066,-0.896,2.651,-2.273,-1.641,1.213,0.596,-0.281,0.778,2.054,-0.501,0.083,-1.682,-1.570,1.455,0.825,-0.704,0.707,2.183,-1.848,0.183,-1.402,-1.613,1.421,0.781,-0.601,0.712,2.106,-2.148,-0.051,-0.271
-1,FCM,-1.537,1.729,-0.284,0.919,0.315,0.451,-0.610,3.123,-2.971,-1.545,1.257,-0.647,1.040,0.012,-1.755,0.761,1.385,-3.176,-1.544,0.503,-0.735,1.314,0.240,-1.332,3.731,1.034,-3.636,-1.518,0.596,-0.627,1.132,0.056,-1.772,1.668,2.353,-2.986
-1,FCM,1.064,-0.055,-0.034,-0.303,-0.029,0.215,-0.416,0.805,-0.182,1.049,-0.088,-0.079,-0.068,0.075,0.764,1.671,0.483,-1.414,1.059,-0.152,0.018,-0.269,0.023,0.413,1.297,1.721,-1.941,1.065,-0.138,0.040,-0.233,-0.025,0.255,0.733,1.207,-1.618
-1,FCM,-1.496,1.546,-0.346,0.755,0.205,0.325,-0.473,2.686,-2.478,-1.499,1.156,-0.647,0.844,-0.044,-1.521,0.659,1.189,-2.737,-1.496,0.508,-0.722,1.080,0.148,-1.142,3.262,0.874,-3.025,-1.474,0.612,-0.627,0.919,-0.011,-1.480,1.510,2.015,-2.545
1,FCM,-0.062,-0.034,-0.372,-0.188,-0.304,-0.766,-0.274,-0.606,0.085,-0.057,-0.173,-0.404,-0.076,-0.296,-0.410,0.991,-0.454,0.081,-0.056,-0.089,-0.399,-0.214,-0.329,-0.537,-0.501,-0.279,0.625,-0.056,-0.014,-0.353,-0.140,-0.376,-0.106,-0.045,-0.468,0.772
1,FCM,-0.696,0.118,-1.761,-1.672,-1.815,-0.499,0.944,-0.824,1.221,-0.686,0.295,-1.740,-1.729,-1.809,0.188,1.264,-0.620,0.445,-0.686,0.472,-1.736,-1.763,-1.813,0.466,0.429,-0.508,0.604,-0.679,0.448,-1.735,-1.763,-1.791,0.375,-0.033,-0.420,1.179
1,FCM,-1.608,0.809,-0.067,-0.268,0.363,-0.225,-2.163,2.132,1.511,-1.644,1.016,-0.230,0.145,0.323,0.704,-0.935,-0.228,0.405,-1.662,0.601,-0.286,0.413,0.292,0.037,-0.852,-0.166,0.544,-1.665,0.465,-0.318,0.460,0.294,0.024,-0.054,-0.462,0.649
1,FCM,-0.543,0.587,-0.993,-1.348,-0.976,0.623,0.633,-0.597,-0.232,-0.513,0.997,-0.966,-1.456,-0.986,1.038,0.886,-0.454,-0.893,-0.511,1.026,-0.924,-1.480,-0.971,1.294,0.836,-0.733,-0.520,-0.512,0.842,-0.991,-1.430,-0.956,0.889,-0.074,-0.564,-0.036
1,FCM,-0.121,0.864,-0.402,-0.538,-0.610,0.638,-0.456,0.659,-1.264,-0.106,0.972,-0.335,-0.607,-0.594,0.705,-1.095,-0.201,-0.282,-0.125,0.300,-0.529,-0.148,-0.603,-0.657,0.124,-0.288,0.789,-0.109,1.072,-0.358,-0.533,-0.622,0.759,-0.816,0.046,-0.351
1,FCM,0.892,-0.380,0.213,0.689,0.094,0.200,0.384,0.045,-0.917,0.895,-0.494,0.274,0.659,-0.023,-0.701,-0.635,0.188,0.182,0.897,-0.468,0.266,0.671,-0.012,-0.497,-0.539,0.187,0.198,0.898,-0.529,0.292,0.644,0.006,-0.718,-0.453,0.030,0.345
1,FCM,-0.719,0.311,0.318,0.356,0.797,1.320,-0.141,0.934,-1.694,-0.730,0.507,0.288,0.803,0.586,0.772,-0.472,-0.470,-0.147,-0.723,0.579,0.262,0.702,0.636,1.145,-0.338,-0.416,-0.628,-0.716,0.628,0.354,0.513,0.677,0.855,-0.837,-0.250,-0.590
1,FCM,-0.188,-0.060,-1.279,-1.342,-1.426,-0.373,0.773,-0.508,0.928,-0.157,0.250,-1.285,-1.404,-1.329,0.528,1.302,-0.674,0.374,-0.186,0.577,-1.282,-1.425,-1.334,0.878,1.345,-0.836,0.159,-0.181,0.672,-1.246,-1.374,-1.321,1.017,0.609,-0.593,0.288
1,FCM,0.251,0.131,0.139,0.172,0.058,0.353,-0.586,-0.549,0.200,0.248,-0.172,0.043,0.419,0.046,0.174,-0.325,-0.298,0.828,0.247,-0.055,0.043,0.509,0.032,-0.072,-0.403,-0.310,1.124,0.248,-0.021,0.084,0.475,0.005,-0.256,-0.431,-0.368,1.400
1,FCM,2.156,-0.428,0.649,0.845,0.245,0.568,-0.150,-0.918,0.361,2.153,-0.542,0.678,0.864,0.189,-0.066,-0.443,-0.418,0.667,2.155,-0.534,0.681,0.848,0.196,0.200,-0.255,-0.534,0.596,2.154,-0.511,0.693,0.815,0.202,0.331,-0.147,-0.503,0.685
1,FCM,0.999,-0.008,0.000,0.031,-0.511,-0.392,-0.928,-1.691,1.660,1.002,-0.695,-0.146,0.122,-0.370,-0.286,-0.212,-0.165,1.579,0.996,-0.543,-0.126,0.361,-0.434,-1.010,-0.454,-0.228,2.474,0.992,-0.521,-0.125,0.445,-0.513,-1.112,-0.118,-0.459,2.933
1,FCM,-0.003,-0.125,-1.103,-1.221,-1.285,-0.327,0.711,-0.392,0.822,0.035,0.234,-1.119,-1.285,-1.155,0.652,1.315,-0.693,0.348,-0.004,0.615,-1.117,-1.302,-1.160,1.029,1.678,-0.955,-0.003,0.000,0.753,-1.068,-1.232,-1.150,1.251,0.842,-0.656,-0.037
1,FCM,-0.014,-0.024,-0.027,0.251,0.124,-0.916,-0.673,-0.643,-0.236,-0.019,-0.334,-0.068,0.429,0.097,-0.767,0.872,-0.370,-0.030,-0.007,-0.343,-0.064,0.248,0.053,-1.076,-1.203,-0.068,0.803,-0.009,-0.275,-0.013,0.329,-0.016,-0.534,-0.294,-0.421,0.957
1,FCM,2.646,-0.447,0.819,0.905,0.304,0.711,-0.357,-1.291,0.857,2.641,-0.560,0.835,0.943,0.271,0.180,-0.369,-0.654,0.855,2.643,-0.559,0.843,0.917,0.277,0.470,-0.145,-0.813,0.750,2.642,-0.504,0.848,0.881,0.278,0.738,-0.028,-0.711,0.818
1,FCM,1.464,-0.836,0.280,1.151,0.126,0.064,1.250,0.575,-1.913,1.472,-0.782,0.480,0.874,-0.084,-1.481,-0.911,0.622,-0.395,1.477,-0.838,0.465,0.816,-0.050,-0.875,-0.660,0.630,-0.628,1.477,-0.982,0.478,0.796,0.006,-1.130,-0.473,0.386,-0.597
1,FCM,-2.026,1.008,-0.114,-0.428,0.408,-0.296,-2.588,2.481,1.916,-2.068,1.268,-0.314,0.060,0.381,0.938,-0.985,-0.298,0.442,-2.089,0.779,-0.378,0.370,0.343,0.126,-0.904,-0.224,0.602,-2.093,0.631,-0.420,0.430,0.342,0.147,0.012,-0.544,0.700
1,FCM,0.546,-0.448,0.566,0.733,0.586,0.128,-0.688,-1.502,1.356,0.528,-1.075,0.341,1.229,0.552,-0.245,0.283,-0.375,1.705,0.541,-0.335,0.495,1.028,0.533,0.390,-0.820,-0.327,1.388,0.530,-0.884,0.433,1.270,0.501,-1.058,-0.126,-0.694,2.783
1,FCM,-0.089,-0.241,-1.358,-1.340,-1.552,-0.651,0.813,-0.483,1.252,-0.058,0.041,-1.374,-1.389,-1.425,0.386,1.418,-0.735,0.728,-0.095,0.452,-1.382,-1.410,-1.435,0.762,1.488,-0.864,0.348,-0.088,0.624,-1.317,-1.358,-1.423,1.053,0.800,-0.601,0.378
1,FCM,0.488,0.255,0.524,0.444,0.331,1.197,-0.820,-0.505,0.286,0.478,-0.171,0.379,0.792,0.305,0.614,-1.317,-0.180,1.391,0.476,-0.029,0.377,1.054,0.304,0.279,-0.330,-0.332,1.499,0.478,-0.026,0.413,0.939,0.292,-0.369,-0.722,-0.292,1.873
1,FCM,-0.605,0.622,-1.082,-1.467,-1.057,0.644,0.728,-0.601,-0.266,-0.573,1.088,-1.045,-1.602,-1.066,1.106,0.980,-0.466,-1.027,-0.570,1.110,-0.999,-1.635,-1.049,1.401,0.933,-0.766,-0.648,-0.572,0.910,-1.075,-1.579,-1.031,0.978,-0.046,-0.580,-0.148
1,FCM,-1.762,0.896,-0.134,-0.376,0.288,-0.493,-2.513,2.340,2.067,-1.803,1.105,-0.319,0.031,0.278,0.692,-1.015,-0.186,0.501,-1.824,0.605,-0.381,0.363,0.233,-0.155,-0.941,-0.122,0.747,-1.830,0.437,-0.434,0.451,0.228,-0.121,0.081,-0.498,0.864
1,FCM,-0.931,1.859,-0.894,-1.520,-1.173,0.988,-1.127,1.149,-1.542,-0.906,2.143,-0.822,-1.620,-1.051,1.828,-1.463,-0.512,-0.653,-0.942,0.915,-1.164,-0.803,-1.076,-0.785,0.655,-0.667,1.262,-0.913,2.351,-0.878,-1.474,-1.125,1.941,-1.106,0.058,-0.907
1,FCM,0.011,-0.424,-1.439,-1.338,-1.680,-0.934,0.853,-0.457,1.581,0.043,-0.170,-1.465,-1.374,-1.523,0.241,1.536,-0.797,1.087,-0.003,0.324,-1.483,-1.394,-1.538,0.644,1.632,-0.893,0.541,0.006,0.576,-1.390,-1.342,-1.527,1.090,0.994,-0.609,0.470
-1,GT,-0.709,-0.575,-0.386,0.123,-0.270,-1.053,2.011,-0.659,0.752,-0.747,-0.607,-0.372,0.097,0.068,-1.206,1.360,-0.614,0.289,-0.713,-0.570,-0.297,-0.030,0.029,-0.847,1.212,-0.346,0.385,-0.730,-0.438,-0.389,0.091,0.019,-0.661,1.971,-0.609,0.305
-1,GT,-0.909,0.711,0.587,-0.598,0.164,1.880,-0.633,0.502,-1.328,-1.061,-0.459,-0.070,0.179,0.625,1.315,0.872,-1.165,0.819,-1.046,-0.305,0.093,0.082,0.587,1.413,0.648,-0.989,0.131,-1.042,-0.186,0.084,0.093,0.541,1.543,0.106,-0.520,-0.401
-1,GT,-1.015,2.716,-2.101,-1.932,-2.204,0.246,1.081,-0.203,0.206,-0.981,2.304,-1.979,-2.007,-2.121,-1.542,1.738,-0.310,2.060,-0.984,2.491,-2.064,-2.016,-2.162,-0.997,1.922,-0.323,1.844,-0.989,2.444,-2.097,-1.968,-2.193,-1.177,1.669,-0.324,1.784
-1,GT,-0.290,-1.145,0.857,1.587,1.363,0.402,0.357,-0.435,-0.316,-0.275,-1.482,0.976,1.593,1.473,-0.252,0.983,-0.884,-0.187,-0.276,-1.447,1.001,1.560,1.503,-0.267,0.693,-0.745,-0.198,-0.273,-1.485,0.976,1.564,1.503,-0.491,0.480,-0.571,-0.208
-1,GT,-1.093,0.436,-0.751,0.238,-0.173,-0.213,0.083,-0.239,-0.034,-1.061,0.222,-0.852,0.154,-0.164,-1.343,-0.060,-0.464,-0.082,-1.072,0.254,-0.875,0.221,-0.233,-0.751,0.375,-0.356,0.231,-1.057,0.081,-0.845,0.176,-0.193,-0.807,0.266,-0.191,0.154
-1,GT,-0.415,-0.946,0.671,1.176,1.058,-0.659,0.468,-0.468,0.002,-0.388,-0.867,0.769,0.911,0.937,-0.407,-0.198,0.325,0.074,-0.390,-0.918,0.842,0.857,0.993,-0.693,-0.484,0.123,-0.102,-0.389,-0.860,0.805,0.977,1.009,-0.224,0.150,-0.083,-0.429
-1,GT,0.378,-0.524,0.251,1.171,0.587,-0.086,0.485,-0.660,0.012,0.404,-0.654,0.360,0.810,0.587,-0.492,0.155,-0.735,-0.040,0.399,-0.642,0.368,0.892,0.645,-0.579,0.302,-0.765,-0.116,0.401,-0.817,0.411,1.080,0.619,-1.098,1.669,-0.988,0.416
-1,GT,-0.533,0.011,-0.291,0.578,0.154,-0.430,0.268,-0.592,0.053,-0.485,0.307,-0.122,0.160,0.112,-0.267,-0.410,-0.045,-0.872,-0.491,0.153,-0.084,0.211,0.135,-0.501,-0.395,-0.221,-0.523,-0.487,0.075,-0.139,0.270,0.148,-0.677,-0.242,-0.205,-0.620
-1,GT,-0.678,-0.928,1.203,1.218,1.431,1.166,-0.912,-0.182,-0.243,-0.560,-1.166,1.712,0.678,1.320,-0.374,-2.191,2.758,-1.017,-0.600,-1.159,1.627,0.729,1.311,0.127,-1.944,1.200,0.423,-0.604,-1.226,1.543,0.696,1.355,-0.093,-1.798,0.669,0.915
-1,GT,0.379,-0.711,1.430,0.590,1.216,0.643,-0.871,1.828,-1.789,0.396,-0.871,1.661,0.775,1.214,0.403,-1.021,2.768,-2.816,0.417,-0.691,1.678,0.596,1.219,0.158,-1.387,3.980,-3.449,0.427,-0.817,1.713,0.536,1.199,0.487,-1.342,4.363,-3.193
-1,GT,0.667,0.034,-0.324,-0.178,-0.422,-0.472,1.170,-0.655,0.871,0.693,-0.174,-0.284,-0.400,-0.446,-1.319,0.388,-0.286,1.206,0.689,-0.470,-0.292,-0.386,-0.374,-1.195,0.712,-0.332,1.150,0.712,-0.532,-0.314,-0.350,-0.327,-1.484,0.921,-0.473,1.289
-1,GT,0.406,-1.848,2.555,0.850,1.512,-2.859,-2.172,3.393,2.372,0.104,-1.428,1.884,1.712,1.674,0.171,-0.954,1.377,-0.657,0.095,-1.274,1.795,1.754,1.646,0.266,-0.898,1.333,-0.633,0.099,-1.321,1.821,1.818,1.608,-0.439,-0.917,0.836,-0.306
-1,GT,0.839,-0.820,0.419,0.610,0.546,-0.204,0.122,-0.430,0.478,0.860,-0.623,0.594,0.365,0.448,-0.115,0.080,-0.267,0.270,0.858,-0.688,0.586,0.347,0.470,-0.099,-0.001,-0.096,-0.263,0.858,-0.763,0.548,0.324,0.503,-0.216,-0.138,-0.188,-0.168
-1,GT,-0.384,2.299,-1.450,-2.099,-1.851,0.885,-1.605,0.466,-0.121,-0.365,2.715,-1.503,-2.075,-1.866,2.625,-0.962,0.635,-1.890,-0.385,2.609,-1.511,-2.079,-1.828,2.706,-0.548,0.489,-1.646,-0.379,2.382,-1.523,-2.062,-1.808,2.665,-0.691,0.363,-1.458
-1,GT,2.152,-0.712,0.502,0.560,0.127,-1.022,-0.329,-0.519,0.187,2.156,-0.752,0.613,0.503,0.171,-0.324,0.650,-0.536,0.603,2.161,-0.689,0.597,0.479,0.186,-0.444,0.256,-0.487,0.140,2.152,-0.686,0.588,0.451,0.182,-0.862,-0.081,-0.441,0.000
-1,GT,-0.106,3.028,-1.723,-3.014,-2.507,1.314,-2.266,0.742,-0.155,-0.093,3.692,-1.758,-2.947,-2.532,4.178,-1.315,1.065,-2.598,-0.115,3.530,-1.760,-2.980,-2.453,4.059,-0.910,0.820,-2.381,-0.113,3.283,-1.789,-2.939,-2.440,4.025,-1.065,0.580,-2.089
-1,GT,0.969,-0.903,0.467,0.451,0.535,-0.237,0.019,-0.365,0.610,0.989,-0.615,0.660,0.239,0.409,-0.008,0.059,-0.135,0.358,0.988,-0.701,0.647,0.193,0.421,0.037,-0.087,0.093,-0.305,0.987,-0.748,0.586,0.110,0.471,0.033,-0.649,0.038,-0.333
-1,GT,-0.258,-0.910,0.350,0.651,0.896,0.480,0.499,-0.354,0.721,-0.222,-0.516,0.578,0.250,0.680,0.060,-0.396,-0.043,-0.008,-0.229,-0.687,0.576,0.236,0.708,0.189,-0.215,0.231,-0.600,-0.223,-0.827,0.514,0.217,0.772,0.323,-0.186,0.024,-0.308
-1,GT,-0.299,-1.888,1.619,1.766,1.950,-0.885,0.665,-0.345,-0.048,-0.294,-2.024,1.649,1.653,1.751,-0.544,0.012,0.690,1.007,-0.290,-1.973,1.755,1.494,1.838,-0.882,-0.572,0.461,0.313,-0.292,-1.782,1.736,1.673,1.858,0.222,0.535,0.037,-0.241
-1,GT,3.295,-0.607,0.427,0.285,-0.287,-1.183,-0.685,-0.542,0.269,3.289,-0.701,0.543,0.321,-0.170,-0.287,1.027,-0.919,0.839,3.297,-0.587,0.488,0.311,-0.173,-0.333,0.586,-0.759,0.248,3.284,-0.608,0.491,0.217,-0.186,-1.146,-0.184,-0.601,0.192
